id	col1	col2	col3	random
2648	row2648_col1	row2648_col2	row2648_col3	6047
2649	row2649_col1	row2649_col2	row2649_col3	610
2650	row2650_col1	row2650_col2	row2650_col3	1384
2651	row2651_col1	row2651_col2	row2651_col3	7608
2652	row2652_col1	row2652_col2	row2652_col3	238
2653	row2653_col1	row2653_col2	row2653_col3	7544
2654	row2654_col1	row2654_col2	row2654_col3	3297
2655	row2655_col1	row2655_col2	row2655_col3	8616
2656	row2656_col1	row2656_col2	row2656_col3	3527
2657	row2657_col1	row2657_col2	row2657_col3	5032
2658	row2658_col1	row2658_col2	row2658_col3	5234
2659	row2659_col1	row2659_col2	row2659_col3	3266
2660	row2660_col1	row2660_col2	row2660_col3	2232
2661	row2661_col1	row2661_col2	row2661_col3	9138
2662	row2662_col1	row2662_col2	row2662_col3	7552
2663	row2663_col1	row2663_col2	row2663_col3	7682
2664	row2664_col1	row2664_col2	row2664_col3	4143
2665	row2665_col1	row2665_col2	row2665_col3	5023
2666	row2666_col1	row2666_col2	row2666_col3	1672
2667	row2667_col1	row2667_col2	row2667_col3	3987
2668	row2668_col1	row2668_col2	row2668_col3	5626
2669	row2669_col1	row2669_col2	row2669_col3	3323
2670	row2670_col1	row2670_col2	row2670_col3	7173
2671	row2671_col1	row2671_col2	row2671_col3	429
2672	row2672_col1	row2672_col2	row2672_col3	9418
2673	row2673_col1	row2673_col2	row2673_col3	4479
2674	row2674_col1	row2674_col2	row2674_col3	7620
2675	row2675_col1	row2675_col2	row2675_col3	4419
2676	row2676_col1	row2676_col2	row2676_col3	7765
2677	row2677_col1	row2677_col2	row2677_col3	7563
2678	row2678_col1	row2678_col2	row2678_col3	8356
2679	row2679_col1	row2679_col2	row2679_col3	1764
2680	row2680_col1	row2680_col2	row2680_col3	8724
2681	row2681_col1	row2681_col2	row2681_col3	4737
2682	row2682_col1	row2682_col2	row2682_col3	2406
2683	row2683_col1	row2683_col2	row2683_col3	3129
2684	row2684_col1	row2684_col2	row2684_col3	9715
2685	row2685_col1	row2685_col2	row2685_col3	6007
2686	row2686_col1	row2686_col2	row2686_col3	306
2687	row2687_col1	row2687_col2	row2687_col3	1385
2688	row2688_col1	row2688_col2	row2688_col3	7905
2689	row2689_col1	row2689_col2	row2689_col3	8454
2690	row2690_col1	row2690_col2	row2690_col3	9845
2691	row2691_col1	row2691_col2	row2691_col3	8060
2692	row2692_col1	row2692_col2	row2692_col3	5080
2693	row2693_col1	row2693_col2	row2693_col3	6505
2694	row2694_col1	row2694_col2	row2694_col3	7659
2695	row2695_col1	row2695_col2	row2695_col3	1374
2696	row2696_col1	row2696_col2	row2696_col3	2354
2697	row2697_col1	row2697_col2	row2697_col3	3744
2698	row2698_col1	row2698_col2	row2698_col3	3931
2699	row2699_col1	row2699_col2	row2699_col3	425
2700	row2700_col1	row2700_col2	row2700_col3	4431
2701	row2701_col1	row2701_col2	row2701_col3	2731
2702	row2702_col1	row2702_col2	row2702_col3	1530
2703	row2703_col1	row2703_col2	row2703_col3	8271
2704	row2704_col1	row2704_col2	row2704_col3	327
2705	row2705_col1	row2705_col2	row2705_col3	8691
2706	row2706_col1	row2706_col2	row2706_col3	5029
2707	row2707_col1	row2707_col2	row2707_col3	2987
2708	row2708_col1	row2708_col2	row2708_col3	6066
2709	row2709_col1	row2709_col2	row2709_col3	8082
2710	row2710_col1	row2710_col2	row2710_col3	9208
2711	row2711_col1	row2711_col2	row2711_col3	2882
2712	row2712_col1	row2712_col2	row2712_col3	2718
2713	row2713_col1	row2713_col2	row2713_col3	4532
2714	row2714_col1	row2714_col2	row2714_col3	9488
2715	row2715_col1	row2715_col2	row2715_col3	9488
2716	row2716_col1	row2716_col2	row2716_col3	274
2717	row2717_col1	row2717_col2	row2717_col3	632
2718	row2718_col1	row2718_col2	row2718_col3	855
2719	row2719_col1	row2719_col2	row2719_col3	459
2720	row2720_col1	row2720_col2	row2720_col3	1163
2721	row2721_col1	row2721_col2	row2721_col3	7883
2722	row2722_col1	row2722_col2	row2722_col3	3832
2723	row2723_col1	row2723_col2	row2723_col3	7461
2724	row2724_col1	row2724_col2	row2724_col3	9169
2725	row2725_col1	row2725_col2	row2725_col3	9013
2726	row2726_col1	row2726_col2	row2726_col3	6206
2727	row2727_col1	row2727_col2	row2727_col3	8102
2728	row2728_col1	row2728_col2	row2728_col3	325
2729	row2729_col1	row2729_col2	row2729_col3	8533
2730	row2730_col1	row2730_col2	row2730_col3	8011
2731	row2731_col1	row2731_col2	row2731_col3	5160
2732	row2732_col1	row2732_col2	row2732_col3	5789
2733	row2733_col1	row2733_col2	row2733_col3	4153
2734	row2734_col1	row2734_col2	row2734_col3	5761
2735	row2735_col1	row2735_col2	row2735_col3	6922
2736	row2736_col1	row2736_col2	row2736_col3	9052
2737	row2737_col1	row2737_col2	row2737_col3	8790
2738	row2738_col1	row2738_col2	row2738_col3	6736
2739	row2739_col1	row2739_col2	row2739_col3	4281
2740	row2740_col1	row2740_col2	row2740_col3	7734
2741	row2741_col1	row2741_col2	row2741_col3	1667
2742	row2742_col1	row2742_col2	row2742_col3	8387
2743	row2743_col1	row2743_col2	row2743_col3	2183
2744	row2744_col1	row2744_col2	row2744_col3	9374
2745	row2745_col1	row2745_col2	row2745_col3	8742
2746	row2746_col1	row2746_col2	row2746_col3	8492
2747	row2747_col1	row2747_col2	row2747_col3	6436
2748	row2748_col1	row2748_col2	row2748_col3	4126
2749	row2749_col1	row2749_col2	row2749_col3	9703
2750	row2750_col1	row2750_col2	row2750_col3	3361
2751	row2751_col1	row2751_col2	row2751_col3	6441
2752	row2752_col1	row2752_col2	row2752_col3	5943
2753	row2753_col1	row2753_col2	row2753_col3	7269
2754	row2754_col1	row2754_col2	row2754_col3	1765
2755	row2755_col1	row2755_col2	row2755_col3	9115
2756	row2756_col1	row2756_col2	row2756_col3	7330
2757	row2757_col1	row2757_col2	row2757_col3	8656
2758	row2758_col1	row2758_col2	row2758_col3	6281
2759	row2759_col1	row2759_col2	row2759_col3	6083
2760	row2760_col1	row2760_col2	row2760_col3	3506
2761	row2761_col1	row2761_col2	row2761_col3	8939
2762	row2762_col1	row2762_col2	row2762_col3	5484
2763	row2763_col1	row2763_col2	row2763_col3	4396
2764	row2764_col1	row2764_col2	row2764_col3	5927
2765	row2765_col1	row2765_col2	row2765_col3	6112
2766	row2766_col1	row2766_col2	row2766_col3	991
2767	row2767_col1	row2767_col2	row2767_col3	4426
2768	row2768_col1	row2768_col2	row2768_col3	7792
2769	row2769_col1	row2769_col2	row2769_col3	1037
2770	row2770_col1	row2770_col2	row2770_col3	5201
2771	row2771_col1	row2771_col2	row2771_col3	6558
2772	row2772_col1	row2772_col2	row2772_col3	3761
2773	row2773_col1	row2773_col2	row2773_col3	5866
2774	row2774_col1	row2774_col2	row2774_col3	3353
2775	row2775_col1	row2775_col2	row2775_col3	7354
2776	row2776_col1	row2776_col2	row2776_col3	1754
2777	row2777_col1	row2777_col2	row2777_col3	4630
2778	row2778_col1	row2778_col2	row2778_col3	9255
2779	row2779_col1	row2779_col2	row2779_col3	3529
2780	row2780_col1	row2780_col2	row2780_col3	6793
2781	row2781_col1	row2781_col2	row2781_col3	7899
2782	row2782_col1	row2782_col2	row2782_col3	9290
2783	row2783_col1	row2783_col2	row2783_col3	2559
2784	row2784_col1	row2784_col2	row2784_col3	6583
2785	row2785_col1	row2785_col2	row2785_col3	8186
2786	row2786_col1	row2786_col2	row2786_col3	9398
2787	row2787_col1	row2787_col2	row2787_col3	5918
2788	row2788_col1	row2788_col2	row2788_col3	7862
2789	row2789_col1	row2789_col2	row2789_col3	9093
2790	row2790_col1	row2790_col2	row2790_col3	1288
2791	row2791_col1	row2791_col2	row2791_col3	6160
2792	row2792_col1	row2792_col2	row2792_col3	4026
2793	row2793_col1	row2793_col2	row2793_col3	8818
2794	row2794_col1	row2794_col2	row2794_col3	4417
2795	row2795_col1	row2795_col2	row2795_col3	7376
2796	row2796_col1	row2796_col2	row2796_col3	7325
2797	row2797_col1	row2797_col2	row2797_col3	5710
2798	row2798_col1	row2798_col2	row2798_col3	9222
2799	row2799_col1	row2799_col2	row2799_col3	4983
2800	row2800_col1	row2800_col2	row2800_col3	2430
2801	row2801_col1	row2801_col2	row2801_col3	8451
2802	row2802_col1	row2802_col2	row2802_col3	4725
2803	row2803_col1	row2803_col2	row2803_col3	6396
2804	row2804_col1	row2804_col2	row2804_col3	2669
2805	row2805_col1	row2805_col2	row2805_col3	7886
2806	row2806_col1	row2806_col2	row2806_col3	8246
2807	row2807_col1	row2807_col2	row2807_col3	1252
2808	row2808_col1	row2808_col2	row2808_col3	6507
2809	row2809_col1	row2809_col2	row2809_col3	9046
2810	row2810_col1	row2810_col2	row2810_col3	1318
2811	row2811_col1	row2811_col2	row2811_col3	6229
2812	row2812_col1	row2812_col2	row2812_col3	663
2813	row2813_col1	row2813_col2	row2813_col3	52
2814	row2814_col1	row2814_col2	row2814_col3	7358
2815	row2815_col1	row2815_col2	row2815_col3	5936
2816	row2816_col1	row2816_col2	row2816_col3	6379
2817	row2817_col1	row2817_col2	row2817_col3	3055
2818	row2818_col1	row2818_col2	row2818_col3	1071
2819	row2819_col1	row2819_col2	row2819_col3	8072
2820	row2820_col1	row2820_col2	row2820_col3	5827
2821	row2821_col1	row2821_col2	row2821_col3	5854
2822	row2822_col1	row2822_col2	row2822_col3	3074
2823	row2823_col1	row2823_col2	row2823_col3	4136
2824	row2824_col1	row2824_col2	row2824_col3	5265
2825	row2825_col1	row2825_col2	row2825_col3	3064
2826	row2826_col1	row2826_col2	row2826_col3	72
2827	row2827_col1	row2827_col2	row2827_col3	2944
2828	row2828_col1	row2828_col2	row2828_col3	5409
2829	row2829_col1	row2829_col2	row2829_col3	9481
2830	row2830_col1	row2830_col2	row2830_col3	2730
2831	row2831_col1	row2831_col2	row2831_col3	7612
2832	row2832_col1	row2832_col2	row2832_col3	9735
2833	row2833_col1	row2833_col2	row2833_col3	5779
2834	row2834_col1	row2834_col2	row2834_col3	7723
2835	row2835_col1	row2835_col2	row2835_col3	670
2836	row2836_col1	row2836_col2	row2836_col3	1729
2837	row2837_col1	row2837_col2	row2837_col3	3260
2838	row2838_col1	row2838_col2	row2838_col3	40
2839	row2839_col1	row2839_col2	row2839_col3	101
2840	row2840_col1	row2840_col2	row2840_col3	7369
2841	row2841_col1	row2841_col2	row2841_col3	3497
2842	row2842_col1	row2842_col2	row2842_col3	5929
2843	row2843_col1	row2843_col2	row2843_col3	4867
2844	row2844_col1	row2844_col2	row2844_col3	7742
2845	row2845_col1	row2845_col2	row2845_col3	2704
2846	row2846_col1	row2846_col2	row2846_col3	1954
2847	row2847_col1	row2847_col2	row2847_col3	865
2848	row2848_col1	row2848_col2	row2848_col3	9495
2849	row2849_col1	row2849_col2	row2849_col3	9063
2850	row2850_col1	row2850_col2	row2850_col3	163
2851	row2851_col1	row2851_col2	row2851_col3	4407
2852	row2852_col1	row2852_col2	row2852_col3	568
2853	row2853_col1	row2853_col2	row2853_col3	7492
2854	row2854_col1	row2854_col2	row2854_col3	7792
2855	row2855_col1	row2855_col2	row2855_col3	4079
2856	row2856_col1	row2856_col2	row2856_col3	6324
2857	row2857_col1	row2857_col2	row2857_col3	1856
2858	row2858_col1	row2858_col2	row2858_col3	6126
2859	row2859_col1	row2859_col2	row2859_col3	8271
2860	row2860_col1	row2860_col2	row2860_col3	454
2861	row2861_col1	row2861_col2	row2861_col3	7196
2862	row2862_col1	row2862_col2	row2862_col3	4511
2863	row2863_col1	row2863_col2	row2863_col3	6152
2864	row2864_col1	row2864_col2	row2864_col3	4466
2865	row2865_col1	row2865_col2	row2865_col3	3020
2866	row2866_col1	row2866_col2	row2866_col3	4886
2867	row2867_col1	row2867_col2	row2867_col3	1268
2868	row2868_col1	row2868_col2	row2868_col3	467
2869	row2869_col1	row2869_col2	row2869_col3	1302
2870	row2870_col1	row2870_col2	row2870_col3	9084
2871	row2871_col1	row2871_col2	row2871_col3	3771
2872	row2872_col1	row2872_col2	row2872_col3	1770
2873	row2873_col1	row2873_col2	row2873_col3	4704
2874	row2874_col1	row2874_col2	row2874_col3	2832
2875	row2875_col1	row2875_col2	row2875_col3	1789
2876	row2876_col1	row2876_col2	row2876_col3	9362
2877	row2877_col1	row2877_col2	row2877_col3	8544
2878	row2878_col1	row2878_col2	row2878_col3	5047
2879	row2879_col1	row2879_col2	row2879_col3	6222
2880	row2880_col1	row2880_col2	row2880_col3	7602
2881	row2881_col1	row2881_col2	row2881_col3	6500
2882	row2882_col1	row2882_col2	row2882_col3	6924
2883	row2883_col1	row2883_col2	row2883_col3	5610
2884	row2884_col1	row2884_col2	row2884_col3	6647
2885	row2885_col1	row2885_col2	row2885_col3	3061
2886	row2886_col1	row2886_col2	row2886_col3	1630
2887	row2887_col1	row2887_col2	row2887_col3	5676
2888	row2888_col1	row2888_col2	row2888_col3	6552
2889	row2889_col1	row2889_col2	row2889_col3	3094
2890	row2890_col1	row2890_col2	row2890_col3	3614
2891	row2891_col1	row2891_col2	row2891_col3	5766
2892	row2892_col1	row2892_col2	row2892_col3	3654
2893	row2893_col1	row2893_col2	row2893_col3	8423
2894	row2894_col1	row2894_col2	row2894_col3	4665
2895	row2895_col1	row2895_col2	row2895_col3	9829
2896	row2896_col1	row2896_col2	row2896_col3	3668
2897	row2897_col1	row2897_col2	row2897_col3	135
2898	row2898_col1	row2898_col2	row2898_col3	3676
2899	row2899_col1	row2899_col2	row2899_col3	1662
2900	row2900_col1	row2900_col2	row2900_col3	495
2901	row2901_col1	row2901_col2	row2901_col3	2266
2902	row2902_col1	row2902_col2	row2902_col3	1751
2903	row2903_col1	row2903_col2	row2903_col3	2135
2904	row2904_col1	row2904_col2	row2904_col3	1849
2905	row2905_col1	row2905_col2	row2905_col3	4738
2906	row2906_col1	row2906_col2	row2906_col3	9466
2907	row2907_col1	row2907_col2	row2907_col3	258
2908	row2908_col1	row2908_col2	row2908_col3	4512
2909	row2909_col1	row2909_col2	row2909_col3	5541
2910	row2910_col1	row2910_col2	row2910_col3	2288
2911	row2911_col1	row2911_col2	row2911_col3	3708
2912	row2912_col1	row2912_col2	row2912_col3	4655
2913	row2913_col1	row2913_col2	row2913_col3	1564
2914	row2914_col1	row2914_col2	row2914_col3	6172
2915	row2915_col1	row2915_col2	row2915_col3	5218
2916	row2916_col1	row2916_col2	row2916_col3	7171
2917	row2917_col1	row2917_col2	row2917_col3	7829
2918	row2918_col1	row2918_col2	row2918_col3	2225
2919	row2919_col1	row2919_col2	row2919_col3	2961
2920	row2920_col1	row2920_col2	row2920_col3	9643
2921	row2921_col1	row2921_col2	row2921_col3	8602
2922	row2922_col1	row2922_col2	row2922_col3	6857
2923	row2923_col1	row2923_col2	row2923_col3	2022
2924	row2924_col1	row2924_col2	row2924_col3	9393
2925	row2925_col1	row2925_col2	row2925_col3	8372
2926	row2926_col1	row2926_col2	row2926_col3	5155
2927	row2927_col1	row2927_col2	row2927_col3	4682
2928	row2928_col1	row2928_col2	row2928_col3	9558
2929	row2929_col1	row2929_col2	row2929_col3	3133
2930	row2930_col1	row2930_col2	row2930_col3	1043
2931	row2931_col1	row2931_col2	row2931_col3	4554
2932	row2932_col1	row2932_col2	row2932_col3	1758
2933	row2933_col1	row2933_col2	row2933_col3	4793
2934	row2934_col1	row2934_col2	row2934_col3	7362
2935	row2935_col1	row2935_col2	row2935_col3	2335
2936	row2936_col1	row2936_col2	row2936_col3	3082
2937	row2937_col1	row2937_col2	row2937_col3	3855
2938	row2938_col1	row2938_col2	row2938_col3	2255
2939	row2939_col1	row2939_col2	row2939_col3	9262
2940	row2940_col1	row2940_col2	row2940_col3	677
2941	row2941_col1	row2941_col2	row2941_col3	9250
2942	row2942_col1	row2942_col2	row2942_col3	6430
2943	row2943_col1	row2943_col2	row2943_col3	9972
2944	row2944_col1	row2944_col2	row2944_col3	491
2945	row2945_col1	row2945_col2	row2945_col3	2918
2946	row2946_col1	row2946_col2	row2946_col3	894
2947	row2947_col1	row2947_col2	row2947_col3	6685
2948	row2948_col1	row2948_col2	row2948_col3	592
2949	row2949_col1	row2949_col2	row2949_col3	3539
2950	row2950_col1	row2950_col2	row2950_col3	9599
2951	row2951_col1	row2951_col2	row2951_col3	4215
2952	row2952_col1	row2952_col2	row2952_col3	9910
2953	row2953_col1	row2953_col2	row2953_col3	2775
2954	row2954_col1	row2954_col2	row2954_col3	246
2955	row2955_col1	row2955_col2	row2955_col3	279
2956	row2956_col1	row2956_col2	row2956_col3	386
2957	row2957_col1	row2957_col2	row2957_col3	4207
2958	row2958_col1	row2958_col2	row2958_col3	7224
2959	row2959_col1	row2959_col2	row2959_col3	3792
2960	row2960_col1	row2960_col2	row2960_col3	7631
2961	row2961_col1	row2961_col2	row2961_col3	1587
2962	row2962_col1	row2962_col2	row2962_col3	9188
2963	row2963_col1	row2963_col2	row2963_col3	2306
2964	row2964_col1	row2964_col2	row2964_col3	8777
2965	row2965_col1	row2965_col2	row2965_col3	5959
2966	row2966_col1	row2966_col2	row2966_col3	4706
2967	row2967_col1	row2967_col2	row2967_col3	7342
2968	row2968_col1	row2968_col2	row2968_col3	7643
2969	row2969_col1	row2969_col2	row2969_col3	4346
2970	row2970_col1	row2970_col2	row2970_col3	1122
2971	row2971_col1	row2971_col2	row2971_col3	1522
2972	row2972_col1	row2972_col2	row2972_col3	6420
2973	row2973_col1	row2973_col2	row2973_col3	6085
2974	row2974_col1	row2974_col2	row2974_col3	4266
2975	row2975_col1	row2975_col2	row2975_col3	9739
2976	row2976_col1	row2976_col2	row2976_col3	4853
2977	row2977_col1	row2977_col2	row2977_col3	1906
2978	row2978_col1	row2978_col2	row2978_col3	8152
2979	row2979_col1	row2979_col2	row2979_col3	3660
2980	row2980_col1	row2980_col2	row2980_col3	1676
2981	row2981_col1	row2981_col2	row2981_col3	8279
2982	row2982_col1	row2982_col2	row2982_col3	6880
2983	row2983_col1	row2983_col2	row2983_col3	3571
2984	row2984_col1	row2984_col2	row2984_col3	5050
2985	row2985_col1	row2985_col2	row2985_col3	4935
2986	row2986_col1	row2986_col2	row2986_col3	6621
2987	row2987_col1	row2987_col2	row2987_col3	595
2988	row2988_col1	row2988_col2	row2988_col3	4223
2989	row2989_col1	row2989_col2	row2989_col3	2807
2990	row2990_col1	row2990_col2	row2990_col3	872
2991	row2991_col1	row2991_col2	row2991_col3	9842
2992	row2992_col1	row2992_col2	row2992_col3	8010
2993	row2993_col1	row2993_col2	row2993_col3	2076
2994	row2994_col1	row2994_col2	row2994_col3	6812
2995	row2995_col1	row2995_col2	row2995_col3	7296
2996	row2996_col1	row2996_col2	row2996_col3	642
2997	row2997_col1	row2997_col2	row2997_col3	4983
2998	row2998_col1	row2998_col2	row2998_col3	54
2999	row2999_col1	row2999_col2	row2999_col3	6984
3000	row3000_col1	row3000_col2	row3000_col3	846
3001	row3001_col1	row3001_col2	row3001_col3	2601
3002	row3002_col1	row3002_col2	row3002_col3	8448
3003	row3003_col1	row3003_col2	row3003_col3	4795
3004	row3004_col1	row3004_col2	row3004_col3	5440
3005	row3005_col1	row3005_col2	row3005_col3	1225
3006	row3006_col1	row3006_col2	row3006_col3	7046
3007	row3007_col1	row3007_col2	row3007_col3	5260
3008	row3008_col1	row3008_col2	row3008_col3	4761
3009	row3009_col1	row3009_col2	row3009_col3	4900
3010	row3010_col1	row3010_col2	row3010_col3	1461
3011	row3011_col1	row3011_col2	row3011_col3	3559
3012	row3012_col1	row3012_col2	row3012_col3	9957
3013	row3013_col1	row3013_col2	row3013_col3	7342
3014	row3014_col1	row3014_col2	row3014_col3	9506
3015	row3015_col1	row3015_col2	row3015_col3	4489
3016	row3016_col1	row3016_col2	row3016_col3	9110
3017	row3017_col1	row3017_col2	row3017_col3	1244
3018	row3018_col1	row3018_col2	row3018_col3	5885
3019	row3019_col1	row3019_col2	row3019_col3	942
3020	row3020_col1	row3020_col2	row3020_col3	3030
3021	row3021_col1	row3021_col2	row3021_col3	6276
3022	row3022_col1	row3022_col2	row3022_col3	8854
3023	row3023_col1	row3023_col2	row3023_col3	6802
3024	row3024_col1	row3024_col2	row3024_col3	9108
3025	row3025_col1	row3025_col2	row3025_col3	1339
3026	row3026_col1	row3026_col2	row3026_col3	2429
3027	row3027_col1	row3027_col2	row3027_col3	683
3028	row3028_col1	row3028_col2	row3028_col3	3773
3029	row3029_col1	row3029_col2	row3029_col3	2396
3030	row3030_col1	row3030_col2	row3030_col3	3983
3031	row3031_col1	row3031_col2	row3031_col3	8542
3032	row3032_col1	row3032_col2	row3032_col3	5496
3033	row3033_col1	row3033_col2	row3033_col3	7869
3034	row3034_col1	row3034_col2	row3034_col3	9406
3035	row3035_col1	row3035_col2	row3035_col3	8089
3036	row3036_col1	row3036_col2	row3036_col3	7104
3037	row3037_col1	row3037_col2	row3037_col3	3471
3038	row3038_col1	row3038_col2	row3038_col3	5980
3039	row3039_col1	row3039_col2	row3039_col3	1295
3040	row3040_col1	row3040_col2	row3040_col3	7473
3041	row3041_col1	row3041_col2	row3041_col3	1771
3042	row3042_col1	row3042_col2	row3042_col3	8587
3043	row3043_col1	row3043_col2	row3043_col3	7910
3044	row3044_col1	row3044_col2	row3044_col3	4981
3045	row3045_col1	row3045_col2	row3045_col3	4259
3046	row3046_col1	row3046_col2	row3046_col3	3016
3047	row3047_col1	row3047_col2	row3047_col3	616
3048	row3048_col1	row3048_col2	row3048_col3	6626
3049	row3049_col1	row3049_col2	row3049_col3	4887
3050	row3050_col1	row3050_col2	row3050_col3	7321
3051	row3051_col1	row3051_col2	row3051_col3	6742
3052	row3052_col1	row3052_col2	row3052_col3	2930
3053	row3053_col1	row3053_col2	row3053_col3	6100
3054	row3054_col1	row3054_col2	row3054_col3	3548
3055	row3055_col1	row3055_col2	row3055_col3	5848
3056	row3056_col1	row3056_col2	row3056_col3	6290
3057	row3057_col1	row3057_col2	row3057_col3	5103
3058	row3058_col1	row3058_col2	row3058_col3	8822
3059	row3059_col1	row3059_col2	row3059_col3	3424
3060	row3060_col1	row3060_col2	row3060_col3	7172
3061	row3061_col1	row3061_col2	row3061_col3	1461
3062	row3062_col1	row3062_col2	row3062_col3	8827
3063	row3063_col1	row3063_col2	row3063_col3	1893
3064	row3064_col1	row3064_col2	row3064_col3	2255
3065	row3065_col1	row3065_col2	row3065_col3	5806
3066	row3066_col1	row3066_col2	row3066_col3	5557
3067	row3067_col1	row3067_col2	row3067_col3	6689
3068	row3068_col1	row3068_col2	row3068_col3	5957
3069	row3069_col1	row3069_col2	row3069_col3	8781
3070	row3070_col1	row3070_col2	row3070_col3	1071
3071	row3071_col1	row3071_col2	row3071_col3	1794
3072	row3072_col1	row3072_col2	row3072_col3	8504
3073	row3073_col1	row3073_col2	row3073_col3	7699
3074	row3074_col1	row3074_col2	row3074_col3	891
3075	row3075_col1	row3075_col2	row3075_col3	1914
3076	row3076_col1	row3076_col2	row3076_col3	5635
3077	row3077_col1	row3077_col2	row3077_col3	2150
3078	row3078_col1	row3078_col2	row3078_col3	4839
3079	row3079_col1	row3079_col2	row3079_col3	1487
3080	row3080_col1	row3080_col2	row3080_col3	7950
3081	row3081_col1	row3081_col2	row3081_col3	928
3082	row3082_col1	row3082_col2	row3082_col3	8225
3083	row3083_col1	row3083_col2	row3083_col3	9228
3084	row3084_col1	row3084_col2	row3084_col3	6375
3085	row3085_col1	row3085_col2	row3085_col3	1108
3086	row3086_col1	row3086_col2	row3086_col3	775
3087	row3087_col1	row3087_col2	row3087_col3	6061
3088	row3088_col1	row3088_col2	row3088_col3	1336
3089	row3089_col1	row3089_col2	row3089_col3	7842
3090	row3090_col1	row3090_col2	row3090_col3	680
3091	row3091_col1	row3091_col2	row3091_col3	10000
3092	row3092_col1	row3092_col2	row3092_col3	7436
3093	row3093_col1	row3093_col2	row3093_col3	3906
3094	row3094_col1	row3094_col2	row3094_col3	7910
3095	row3095_col1	row3095_col2	row3095_col3	7403
3096	row3096_col1	row3096_col2	row3096_col3	3050
3097	row3097_col1	row3097_col2	row3097_col3	3125
3098	row3098_col1	row3098_col2	row3098_col3	8089
3099	row3099_col1	row3099_col2	row3099_col3	2487
3100	row3100_col1	row3100_col2	row3100_col3	8254
3101	row3101_col1	row3101_col2	row3101_col3	3131
3102	row3102_col1	row3102_col2	row3102_col3	4686
3103	row3103_col1	row3103_col2	row3103_col3	1303
3104	row3104_col1	row3104_col2	row3104_col3	9786
3105	row3105_col1	row3105_col2	row3105_col3	1464
3106	row3106_col1	row3106_col2	row3106_col3	9810
3107	row3107_col1	row3107_col2	row3107_col3	8194
3108	row3108_col1	row3108_col2	row3108_col3	5345
3109	row3109_col1	row3109_col2	row3109_col3	6156
3110	row3110_col1	row3110_col2	row3110_col3	8326
3111	row3111_col1	row3111_col2	row3111_col3	3113
3112	row3112_col1	row3112_col2	row3112_col3	1842
3113	row3113_col1	row3113_col2	row3113_col3	7496
3114	row3114_col1	row3114_col2	row3114_col3	8460
3115	row3115_col1	row3115_col2	row3115_col3	2366
3116	row3116_col1	row3116_col2	row3116_col3	9529
3117	row3117_col1	row3117_col2	row3117_col3	6786
3118	row3118_col1	row3118_col2	row3118_col3	5140
3119	row3119_col1	row3119_col2	row3119_col3	1730
3120	row3120_col1	row3120_col2	row3120_col3	2082
3121	row3121_col1	row3121_col2	row3121_col3	2859
3122	row3122_col1	row3122_col2	row3122_col3	5718
3123	row3123_col1	row3123_col2	row3123_col3	1682
3124	row3124_col1	row3124_col2	row3124_col3	3846
3125	row3125_col1	row3125_col2	row3125_col3	8885
3126	row3126_col1	row3126_col2	row3126_col3	9776
3127	row3127_col1	row3127_col2	row3127_col3	3897
3128	row3128_col1	row3128_col2	row3128_col3	1270
3129	row3129_col1	row3129_col2	row3129_col3	3377
3130	row3130_col1	row3130_col2	row3130_col3	781
3131	row3131_col1	row3131_col2	row3131_col3	6286
3132	row3132_col1	row3132_col2	row3132_col3	6043
3133	row3133_col1	row3133_col2	row3133_col3	6955
3134	row3134_col1	row3134_col2	row3134_col3	6062
3135	row3135_col1	row3135_col2	row3135_col3	7916
3136	row3136_col1	row3136_col2	row3136_col3	3732
3137	row3137_col1	row3137_col2	row3137_col3	4348
3138	row3138_col1	row3138_col2	row3138_col3	5195
3139	row3139_col1	row3139_col2	row3139_col3	5328
3140	row3140_col1	row3140_col2	row3140_col3	7246
3141	row3141_col1	row3141_col2	row3141_col3	2941
3142	row3142_col1	row3142_col2	row3142_col3	4037
3143	row3143_col1	row3143_col2	row3143_col3	617
3144	row3144_col1	row3144_col2	row3144_col3	1298
3145	row3145_col1	row3145_col2	row3145_col3	3557
3146	row3146_col1	row3146_col2	row3146_col3	8067
3147	row3147_col1	row3147_col2	row3147_col3	6349
3148	row3148_col1	row3148_col2	row3148_col3	8059
3149	row3149_col1	row3149_col2	row3149_col3	2063
3150	row3150_col1	row3150_col2	row3150_col3	2923
3151	row3151_col1	row3151_col2	row3151_col3	8034
3152	row3152_col1	row3152_col2	row3152_col3	2307
3153	row3153_col1	row3153_col2	row3153_col3	923
3154	row3154_col1	row3154_col2	row3154_col3	9036
3155	row3155_col1	row3155_col2	row3155_col3	6554
3156	row3156_col1	row3156_col2	row3156_col3	8770
3157	row3157_col1	row3157_col2	row3157_col3	9636
3158	row3158_col1	row3158_col2	row3158_col3	1603
3159	row3159_col1	row3159_col2	row3159_col3	8413
3160	row3160_col1	row3160_col2	row3160_col3	7540
3161	row3161_col1	row3161_col2	row3161_col3	8529
3162	row3162_col1	row3162_col2	row3162_col3	4046
3163	row3163_col1	row3163_col2	row3163_col3	6498
3164	row3164_col1	row3164_col2	row3164_col3	3326
3165	row3165_col1	row3165_col2	row3165_col3	2942
3166	row3166_col1	row3166_col2	row3166_col3	451
