id	col1	col2	random
1556	row1556_col1	row1556_col2	5148
1557	row1557_col1	row1557_col2	4265
1558	row1558_col1	row1558_col2	8491
1559	row1559_col1	row1559_col2	4936
1560	row1560_col1	row1560_col2	8842
1561	row1561_col1	row1561_col2	6419
1562	row1562_col1	row1562_col2	3799
1563	row1563_col1	row1563_col2	1004
1564	row1564_col1	row1564_col2	7260
1565	row1565_col1	row1565_col2	3440
1566	row1566_col1	row1566_col2	3307
1567	row1567_col1	row1567_col2	5410
1568	row1568_col1	row1568_col2	9457
1569	row1569_col1	row1569_col2	2773
1570	row1570_col1	row1570_col2	1067
1571	row1571_col1	row1571_col2	9439
1572	row1572_col1	row1572_col2	6231
1573	row1573_col1	row1573_col2	3524
1574	row1574_col1	row1574_col2	7190
1575	row1575_col1	row1575_col2	4255
1576	row1576_col1	row1576_col2	388
1577	row1577_col1	row1577_col2	1867
1578	row1578_col1	row1578_col2	144
1579	row1579_col1	row1579_col2	2215
1580	row1580_col1	row1580_col2	4505
1581	row1581_col1	row1581_col2	232
1582	row1582_col1	row1582_col2	3690
1583	row1583_col1	row1583_col2	617
1584	row1584_col1	row1584_col2	150
1585	row1585_col1	row1585_col2	4926
1586	row1586_col1	row1586_col2	3632
1587	row1587_col1	row1587_col2	3297
1588	row1588_col1	row1588_col2	1480
1589	row1589_col1	row1589_col2	5397
1590	row1590_col1	row1590_col2	172
1591	row1591_col1	row1591_col2	9592
1592	row1592_col1	row1592_col2	2193
1593	row1593_col1	row1593_col2	7390
1594	row1594_col1	row1594_col2	5064
1595	row1595_col1	row1595_col2	4885
1596	row1596_col1	row1596_col2	8803
1597	row1597_col1	row1597_col2	9760
1598	row1598_col1	row1598_col2	4997
1599	row1599_col1	row1599_col2	9024
1600	row1600_col1	row1600_col2	357
1601	row1601_col1	row1601_col2	9085
1602	row1602_col1	row1602_col2	2124
1603	row1603_col1	row1603_col2	7026
1604	row1604_col1	row1604_col2	3943
1605	row1605_col1	row1605_col2	4005
1606	row1606_col1	row1606_col2	6444
1607	row1607_col1	row1607_col2	2707
1608	row1608_col1	row1608_col2	889
1609	row1609_col1	row1609_col2	2771
1610	row1610_col1	row1610_col2	3989
1611	row1611_col1	row1611_col2	8025
1612	row1612_col1	row1612_col2	5688
1613	row1613_col1	row1613_col2	4818
1614	row1614_col1	row1614_col2	2779
1615	row1615_col1	row1615_col2	7338
1616	row1616_col1	row1616_col2	7527
1617	row1617_col1	row1617_col2	3978
1618	row1618_col1	row1618_col2	4693
1619	row1619_col1	row1619_col2	6393
1620	row1620_col1	row1620_col2	1649
1621	row1621_col1	row1621_col2	6854
1622	row1622_col1	row1622_col2	9171
1623	row1623_col1	row1623_col2	7831
1624	row1624_col1	row1624_col2	243
1625	row1625_col1	row1625_col2	5107
1626	row1626_col1	row1626_col2	9976
1627	row1627_col1	row1627_col2	2434
1628	row1628_col1	row1628_col2	7716
1629	row1629_col1	row1629_col2	2300
1630	row1630_col1	row1630_col2	217
1631	row1631_col1	row1631_col2	5781
1632	row1632_col1	row1632_col2	8600
1633	row1633_col1	row1633_col2	6015
1634	row1634_col1	row1634_col2	7595
1635	row1635_col1	row1635_col2	3698
1636	row1636_col1	row1636_col2	945
1637	row1637_col1	row1637_col2	9517
1638	row1638_col1	row1638_col2	8060
1639	row1639_col1	row1639_col2	2235
1640	row1640_col1	row1640_col2	5841
1641	row1641_col1	row1641_col2	9113
1642	row1642_col1	row1642_col2	8166
1643	row1643_col1	row1643_col2	7526
1644	row1644_col1	row1644_col2	2225
1645	row1645_col1	row1645_col2	6407
1646	row1646_col1	row1646_col2	7286
1647	row1647_col1	row1647_col2	8380
1648	row1648_col1	row1648_col2	1976
1649	row1649_col1	row1649_col2	1509
1650	row1650_col1	row1650_col2	5668
1651	row1651_col1	row1651_col2	7715
1652	row1652_col1	row1652_col2	1181
1653	row1653_col1	row1653_col2	3650
1654	row1654_col1	row1654_col2	3852
1655	row1655_col1	row1655_col2	9818
1656	row1656_col1	row1656_col2	2306
1657	row1657_col1	row1657_col2	2479
1658	row1658_col1	row1658_col2	351
1659	row1659_col1	row1659_col2	452
1660	row1660_col1	row1660_col2	2452
1661	row1661_col1	row1661_col2	6532
1662	row1662_col1	row1662_col2	3742
1663	row1663_col1	row1663_col2	2482
1664	row1664_col1	row1664_col2	3785
1665	row1665_col1	row1665_col2	3423
1666	row1666_col1	row1666_col2	1542
1667	row1667_col1	row1667_col2	3496
1668	row1668_col1	row1668_col2	3801
1669	row1669_col1	row1669_col2	814
1670	row1670_col1	row1670_col2	4518
1671	row1671_col1	row1671_col2	3372
1672	row1672_col1	row1672_col2	4453
1673	row1673_col1	row1673_col2	5597
1674	row1674_col1	row1674_col2	8188
1675	row1675_col1	row1675_col2	9696
1676	row1676_col1	row1676_col2	7947
1677	row1677_col1	row1677_col2	7466
1678	row1678_col1	row1678_col2	1399
1679	row1679_col1	row1679_col2	450
1680	row1680_col1	row1680_col2	2660
1681	row1681_col1	row1681_col2	9368
1682	row1682_col1	row1682_col2	3148
1683	row1683_col1	row1683_col2	1691
1684	row1684_col1	row1684_col2	9839
1685	row1685_col1	row1685_col2	4365
1686	row1686_col1	row1686_col2	899
1687	row1687_col1	row1687_col2	6773
1688	row1688_col1	row1688_col2	2777
1689	row1689_col1	row1689_col2	1747
1690	row1690_col1	row1690_col2	2797
1691	row1691_col1	row1691_col2	5664
1692	row1692_col1	row1692_col2	4955
1693	row1693_col1	row1693_col2	5374
1694	row1694_col1	row1694_col2	7860
1695	row1695_col1	row1695_col2	3330
1696	row1696_col1	row1696_col2	9822
1697	row1697_col1	row1697_col2	6828
1698	row1698_col1	row1698_col2	8892
1699	row1699_col1	row1699_col2	127
1700	row1700_col1	row1700_col2	2550
1701	row1701_col1	row1701_col2	4153
1702	row1702_col1	row1702_col2	6887
1703	row1703_col1	row1703_col2	6943
1704	row1704_col1	row1704_col2	1794
1705	row1705_col1	row1705_col2	7277
1706	row1706_col1	row1706_col2	8604
1707	row1707_col1	row1707_col2	3064
1708	row1708_col1	row1708_col2	2476
1709	row1709_col1	row1709_col2	1218
1710	row1710_col1	row1710_col2	3547
1711	row1711_col1	row1711_col2	4065
1712	row1712_col1	row1712_col2	1493
1713	row1713_col1	row1713_col2	4205
1714	row1714_col1	row1714_col2	649
1715	row1715_col1	row1715_col2	4294
1716	row1716_col1	row1716_col2	2045
1717	row1717_col1	row1717_col2	4865
1718	row1718_col1	row1718_col2	6855
1719	row1719_col1	row1719_col2	9599
1720	row1720_col1	row1720_col2	3315
1721	row1721_col1	row1721_col2	9846
1722	row1722_col1	row1722_col2	636
1723	row1723_col1	row1723_col2	4878
1724	row1724_col1	row1724_col2	9668
1725	row1725_col1	row1725_col2	8875
1726	row1726_col1	row1726_col2	5516
1727	row1727_col1	row1727_col2	9130
1728	row1728_col1	row1728_col2	9438
1729	row1729_col1	row1729_col2	140
1730	row1730_col1	row1730_col2	4505
1731	row1731_col1	row1731_col2	2147
1732	row1732_col1	row1732_col2	264
1733	row1733_col1	row1733_col2	4854
1734	row1734_col1	row1734_col2	6354
1735	row1735_col1	row1735_col2	5845
1736	row1736_col1	row1736_col2	6152
1737	row1737_col1	row1737_col2	5366
1738	row1738_col1	row1738_col2	9005
1739	row1739_col1	row1739_col2	9250
1740	row1740_col1	row1740_col2	3987
1741	row1741_col1	row1741_col2	6105
1742	row1742_col1	row1742_col2	5938
1743	row1743_col1	row1743_col2	2558
1744	row1744_col1	row1744_col2	1330
1745	row1745_col1	row1745_col2	904
1746	row1746_col1	row1746_col2	2889
1747	row1747_col1	row1747_col2	6782
1748	row1748_col1	row1748_col2	8799
1749	row1749_col1	row1749_col2	944
1750	row1750_col1	row1750_col2	2224
1751	row1751_col1	row1751_col2	9680
1752	row1752_col1	row1752_col2	2763
1753	row1753_col1	row1753_col2	7456
1754	row1754_col1	row1754_col2	584
1755	row1755_col1	row1755_col2	8360
1756	row1756_col1	row1756_col2	4259
1757	row1757_col1	row1757_col2	6357
1758	row1758_col1	row1758_col2	6442
1759	row1759_col1	row1759_col2	4474
1760	row1760_col1	row1760_col2	8446
1761	row1761_col1	row1761_col2	88
1762	row1762_col1	row1762_col2	1523
1763	row1763_col1	row1763_col2	9349
1764	row1764_col1	row1764_col2	2491
1765	row1765_col1	row1765_col2	6956
1766	row1766_col1	row1766_col2	9376
1767	row1767_col1	row1767_col2	828
1768	row1768_col1	row1768_col2	7377
1769	row1769_col1	row1769_col2	1875
1770	row1770_col1	row1770_col2	7288
1771	row1771_col1	row1771_col2	3352
1772	row1772_col1	row1772_col2	6844
1773	row1773_col1	row1773_col2	7082
1774	row1774_col1	row1774_col2	3286
1775	row1775_col1	row1775_col2	2379
1776	row1776_col1	row1776_col2	525
1777	row1777_col1	row1777_col2	4931
1778	row1778_col1	row1778_col2	6283
1779	row1779_col1	row1779_col2	1576
1780	row1780_col1	row1780_col2	8867
1781	row1781_col1	row1781_col2	64
1782	row1782_col1	row1782_col2	813
1783	row1783_col1	row1783_col2	2229
1784	row1784_col1	row1784_col2	4484
1785	row1785_col1	row1785_col2	6757
1786	row1786_col1	row1786_col2	9179
1787	row1787_col1	row1787_col2	8959
1788	row1788_col1	row1788_col2	2503
1789	row1789_col1	row1789_col2	883
1790	row1790_col1	row1790_col2	4612
1791	row1791_col1	row1791_col2	3946
1792	row1792_col1	row1792_col2	4838
1793	row1793_col1	row1793_col2	5153
1794	row1794_col1	row1794_col2	7049
1795	row1795_col1	row1795_col2	9267
1796	row1796_col1	row1796_col2	8959
1797	row1797_col1	row1797_col2	5299
1798	row1798_col1	row1798_col2	2451
1799	row1799_col1	row1799_col2	129
1800	row1800_col1	row1800_col2	2449
1801	row1801_col1	row1801_col2	388
1802	row1802_col1	row1802_col2	572
1803	row1803_col1	row1803_col2	1577
1804	row1804_col1	row1804_col2	4225
1805	row1805_col1	row1805_col2	7121
1806	row1806_col1	row1806_col2	4853
1807	row1807_col1	row1807_col2	2372
1808	row1808_col1	row1808_col2	4900
1809	row1809_col1	row1809_col2	239
1810	row1810_col1	row1810_col2	4349
1811	row1811_col1	row1811_col2	8871
1812	row1812_col1	row1812_col2	7403
1813	row1813_col1	row1813_col2	5911
1814	row1814_col1	row1814_col2	3796
1815	row1815_col1	row1815_col2	252
1816	row1816_col1	row1816_col2	9525
1817	row1817_col1	row1817_col2	8195
1818	row1818_col1	row1818_col2	1970
1819	row1819_col1	row1819_col2	9829
1820	row1820_col1	row1820_col2	3452
1821	row1821_col1	row1821_col2	4380
1822	row1822_col1	row1822_col2	7345
1823	row1823_col1	row1823_col2	1728
1824	row1824_col1	row1824_col2	3878
1825	row1825_col1	row1825_col2	3173
1826	row1826_col1	row1826_col2	4042
1827	row1827_col1	row1827_col2	3553
1828	row1828_col1	row1828_col2	1970
1829	row1829_col1	row1829_col2	7975
1830	row1830_col1	row1830_col2	3866
1831	row1831_col1	row1831_col2	5330
1832	row1832_col1	row1832_col2	2920
1833	row1833_col1	row1833_col2	4060
1834	row1834_col1	row1834_col2	887
1835	row1835_col1	row1835_col2	8921
1836	row1836_col1	row1836_col2	7835
1837	row1837_col1	row1837_col2	4814
1838	row1838_col1	row1838_col2	1247
1839	row1839_col1	row1839_col2	6120
1840	row1840_col1	row1840_col2	7019
1841	row1841_col1	row1841_col2	3935
1842	row1842_col1	row1842_col2	958
1843	row1843_col1	row1843_col2	2583
1844	row1844_col1	row1844_col2	3940
1845	row1845_col1	row1845_col2	5693
1846	row1846_col1	row1846_col2	2461
1847	row1847_col1	row1847_col2	9520
1848	row1848_col1	row1848_col2	8802
1849	row1849_col1	row1849_col2	5202
1850	row1850_col1	row1850_col2	3542
1851	row1851_col1	row1851_col2	6794
1852	row1852_col1	row1852_col2	3657
1853	row1853_col1	row1853_col2	8511
1854	row1854_col1	row1854_col2	5977
1855	row1855_col1	row1855_col2	1031
1856	row1856_col1	row1856_col2	8446
1857	row1857_col1	row1857_col2	7458
1858	row1858_col1	row1858_col2	8519
1859	row1859_col1	row1859_col2	9144
1860	row1860_col1	row1860_col2	1608
1861	row1861_col1	row1861_col2	8532
1862	row1862_col1	row1862_col2	3785
1863	row1863_col1	row1863_col2	101
1864	row1864_col1	row1864_col2	8862
1865	row1865_col1	row1865_col2	8102
1866	row1866_col1	row1866_col2	1784
1867	row1867_col1	row1867_col2	8564
1868	row1868_col1	row1868_col2	2616
1869	row1869_col1	row1869_col2	2271
1870	row1870_col1	row1870_col2	303
1871	row1871_col1	row1871_col2	9700
1872	row1872_col1	row1872_col2	8385
1873	row1873_col1	row1873_col2	4410
1874	row1874_col1	row1874_col2	9894
1875	row1875_col1	row1875_col2	7871
1876	row1876_col1	row1876_col2	2073
1877	row1877_col1	row1877_col2	3817
1878	row1878_col1	row1878_col2	3441
1879	row1879_col1	row1879_col2	5598
1880	row1880_col1	row1880_col2	9265
1881	row1881_col1	row1881_col2	1105
1882	row1882_col1	row1882_col2	2030
1883	row1883_col1	row1883_col2	9416
1884	row1884_col1	row1884_col2	5291
1885	row1885_col1	row1885_col2	3286
1886	row1886_col1	row1886_col2	3836
1887	row1887_col1	row1887_col2	9397
1888	row1888_col1	row1888_col2	6165
1889	row1889_col1	row1889_col2	1934
1890	row1890_col1	row1890_col2	8583
1891	row1891_col1	row1891_col2	7474
1892	row1892_col1	row1892_col2	7083
1893	row1893_col1	row1893_col2	4889
1894	row1894_col1	row1894_col2	4545
1895	row1895_col1	row1895_col2	7754
1896	row1896_col1	row1896_col2	9993
1897	row1897_col1	row1897_col2	6137
1898	row1898_col1	row1898_col2	4642
1899	row1899_col1	row1899_col2	6582
1900	row1900_col1	row1900_col2	7137
1901	row1901_col1	row1901_col2	7512
1902	row1902_col1	row1902_col2	9102
1903	row1903_col1	row1903_col2	8188
1904	row1904_col1	row1904_col2	9189
1905	row1905_col1	row1905_col2	4479
1906	row1906_col1	row1906_col2	2311
1907	row1907_col1	row1907_col2	2141
1908	row1908_col1	row1908_col2	9787
1909	row1909_col1	row1909_col2	3667
1910	row1910_col1	row1910_col2	8732
1911	row1911_col1	row1911_col2	3815
1912	row1912_col1	row1912_col2	6810
1913	row1913_col1	row1913_col2	8904
1914	row1914_col1	row1914_col2	6964
1915	row1915_col1	row1915_col2	4480
1916	row1916_col1	row1916_col2	2188
1917	row1917_col1	row1917_col2	8784
1918	row1918_col1	row1918_col2	3098
1919	row1919_col1	row1919_col2	2769
1920	row1920_col1	row1920_col2	8333
1921	row1921_col1	row1921_col2	5966
1922	row1922_col1	row1922_col2	4645
1923	row1923_col1	row1923_col2	450
1924	row1924_col1	row1924_col2	6089
1925	row1925_col1	row1925_col2	7488
1926	row1926_col1	row1926_col2	8092
1927	row1927_col1	row1927_col2	8472
1928	row1928_col1	row1928_col2	1619
1929	row1929_col1	row1929_col2	6643
1930	row1930_col1	row1930_col2	5154
1931	row1931_col1	row1931_col2	6434
1932	row1932_col1	row1932_col2	9850
1933	row1933_col1	row1933_col2	1649
1934	row1934_col1	row1934_col2	6182
1935	row1935_col1	row1935_col2	5808
1936	row1936_col1	row1936_col2	5271
1937	row1937_col1	row1937_col2	1598
1938	row1938_col1	row1938_col2	9619
1939	row1939_col1	row1939_col2	618
1940	row1940_col1	row1940_col2	7011
1941	row1941_col1	row1941_col2	5372
1942	row1942_col1	row1942_col2	5030
1943	row1943_col1	row1943_col2	538
1944	row1944_col1	row1944_col2	8473
1945	row1945_col1	row1945_col2	8062
1946	row1946_col1	row1946_col2	9678
1947	row1947_col1	row1947_col2	4617
1948	row1948_col1	row1948_col2	6047
1949	row1949_col1	row1949_col2	5660
1950	row1950_col1	row1950_col2	8734
1951	row1951_col1	row1951_col2	2600
1952	row1952_col1	row1952_col2	2917
1953	row1953_col1	row1953_col2	7027
1954	row1954_col1	row1954_col2	7027
1955	row1955_col1	row1955_col2	6363
1956	row1956_col1	row1956_col2	146
1957	row1957_col1	row1957_col2	1552
1958	row1958_col1	row1958_col2	3740
1959	row1959_col1	row1959_col2	3226
1960	row1960_col1	row1960_col2	8763
1961	row1961_col1	row1961_col2	995
1962	row1962_col1	row1962_col2	1967
1963	row1963_col1	row1963_col2	5107
1964	row1964_col1	row1964_col2	3242
1965	row1965_col1	row1965_col2	2019
1966	row1966_col1	row1966_col2	8493
1967	row1967_col1	row1967_col2	7179
1968	row1968_col1	row1968_col2	4092
1969	row1969_col1	row1969_col2	4921
1970	row1970_col1	row1970_col2	4816
1971	row1971_col1	row1971_col2	2347
1972	row1972_col1	row1972_col2	7673
1973	row1973_col1	row1973_col2	5632
1974	row1974_col1	row1974_col2	5998
1975	row1975_col1	row1975_col2	832
1976	row1976_col1	row1976_col2	7450
1977	row1977_col1	row1977_col2	9007
1978	row1978_col1	row1978_col2	889
1979	row1979_col1	row1979_col2	589
1980	row1980_col1	row1980_col2	3885
1981	row1981_col1	row1981_col2	4782
1982	row1982_col1	row1982_col2	1163
1983	row1983_col1	row1983_col2	1417
1984	row1984_col1	row1984_col2	7335
1985	row1985_col1	row1985_col2	3452
1986	row1986_col1	row1986_col2	1749
1987	row1987_col1	row1987_col2	8995
1988	row1988_col1	row1988_col2	3199
1989	row1989_col1	row1989_col2	1405
1990	row1990_col1	row1990_col2	4823
1991	row1991_col1	row1991_col2	1470
1992	row1992_col1	row1992_col2	3305
1993	row1993_col1	row1993_col2	1174
1994	row1994_col1	row1994_col2	9816
1995	row1995_col1	row1995_col2	33
1996	row1996_col1	row1996_col2	1306
1997	row1997_col1	row1997_col2	9593
1998	row1998_col1	row1998_col2	5050
1999	row1999_col1	row1999_col2	1302
2000	row2000_col1	row2000_col2	5831
2001	row2001_col1	row2001_col2	6121
2002	row2002_col1	row2002_col2	57
2003	row2003_col1	row2003_col2	5344
2004	row2004_col1	row2004_col2	9901
2005	row2005_col1	row2005_col2	3691
2006	row2006_col1	row2006_col2	8388
2007	row2007_col1	row2007_col2	8557
2008	row2008_col1	row2008_col2	5737
2009	row2009_col1	row2009_col2	4635
2010	row2010_col1	row2010_col2	4167
2011	row2011_col1	row2011_col2	4366
2012	row2012_col1	row2012_col2	9896
2013	row2013_col1	row2013_col2	848
2014	row2014_col1	row2014_col2	949
2015	row2015_col1	row2015_col2	1631
2016	row2016_col1	row2016_col2	3206
2017	row2017_col1	row2017_col2	7316
2018	row2018_col1	row2018_col2	1167
2019	row2019_col1	row2019_col2	2386
2020	row2020_col1	row2020_col2	1387
2021	row2021_col1	row2021_col2	8331
2022	row2022_col1	row2022_col2	4610
2023	row2023_col1	row2023_col2	1245
2024	row2024_col1	row2024_col2	1252
2025	row2025_col1	row2025_col2	4200
2026	row2026_col1	row2026_col2	6509
2027	row2027_col1	row2027_col2	1370
2028	row2028_col1	row2028_col2	3528
2029	row2029_col1	row2029_col2	9646
2030	row2030_col1	row2030_col2	3041
2031	row2031_col1	row2031_col2	3411
2032	row2032_col1	row2032_col2	8749
2033	row2033_col1	row2033_col2	518
2034	row2034_col1	row2034_col2	6069
2035	row2035_col1	row2035_col2	7655
2036	row2036_col1	row2036_col2	9112
2037	row2037_col1	row2037_col2	3085
2038	row2038_col1	row2038_col2	4415
2039	row2039_col1	row2039_col2	6785
2040	row2040_col1	row2040_col2	4381
2041	row2041_col1	row2041_col2	5211
2042	row2042_col1	row2042_col2	4554
2043	row2043_col1	row2043_col2	274
2044	row2044_col1	row2044_col2	8864
2045	row2045_col1	row2045_col2	8778
2046	row2046_col1	row2046_col2	7688
2047	row2047_col1	row2047_col2	1485
2048	row2048_col1	row2048_col2	5081
2049	row2049_col1	row2049_col2	2960
2050	row2050_col1	row2050_col2	916
2051	row2051_col1	row2051_col2	8251
2052	row2052_col1	row2052_col2	2741
2053	row2053_col1	row2053_col2	606
2054	row2054_col1	row2054_col2	7232
2055	row2055_col1	row2055_col2	740
2056	row2056_col1	row2056_col2	9727
2057	row2057_col1	row2057_col2	2025
2058	row2058_col1	row2058_col2	3369
2059	row2059_col1	row2059_col2	1443
2060	row2060_col1	row2060_col2	231
2061	row2061_col1	row2061_col2	2917
2062	row2062_col1	row2062_col2	4921
2063	row2063_col1	row2063_col2	6568
2064	row2064_col1	row2064_col2	9471
2065	row2065_col1	row2065_col2	9606
2066	row2066_col1	row2066_col2	2250
2067	row2067_col1	row2067_col2	2381
2068	row2068_col1	row2068_col2	4222
2069	row2069_col1	row2069_col2	3604
2070	row2070_col1	row2070_col2	8220
2071	row2071_col1	row2071_col2	7248
2072	row2072_col1	row2072_col2	1886
2073	row2073_col1	row2073_col2	4606
2074	row2074_col1	row2074_col2	982
2075	row2075_col1	row2075_col2	6239
2076	row2076_col1	row2076_col2	554
2077	row2077_col1	row2077_col2	5543
2078	row2078_col1	row2078_col2	4410
2079	row2079_col1	row2079_col2	4219
2080	row2080_col1	row2080_col2	5773
2081	row2081_col1	row2081_col2	1395
2082	row2082_col1	row2082_col2	8106
2083	row2083_col1	row2083_col2	1262
2084	row2084_col1	row2084_col2	1360
2085	row2085_col1	row2085_col2	9706
2086	row2086_col1	row2086_col2	3498
2087	row2087_col1	row2087_col2	8914
2088	row2088_col1	row2088_col2	8787
2089	row2089_col1	row2089_col2	7314
2090	row2090_col1	row2090_col2	4637
2091	row2091_col1	row2091_col2	5493
2092	row2092_col1	row2092_col2	4242
2093	row2093_col1	row2093_col2	957
2094	row2094_col1	row2094_col2	3125
2095	row2095_col1	row2095_col2	1588
2096	row2096_col1	row2096_col2	4985
2097	row2097_col1	row2097_col2	2039
2098	row2098_col1	row2098_col2	2138
2099	row2099_col1	row2099_col2	6934
2100	row2100_col1	row2100_col2	8215
2101	row2101_col1	row2101_col2	1583
2102	row2102_col1	row2102_col2	5835
2103	row2103_col1	row2103_col2	7474
2104	row2104_col1	row2104_col2	7299
2105	row2105_col1	row2105_col2	4696
2106	row2106_col1	row2106_col2	1014
2107	row2107_col1	row2107_col2	9327
2108	row2108_col1	row2108_col2	9175
2109	row2109_col1	row2109_col2	4112
2110	row2110_col1	row2110_col2	9194
2111	row2111_col1	row2111_col2	6876
2112	row2112_col1	row2112_col2	4698
2113	row2113_col1	row2113_col2	2124
2114	row2114_col1	row2114_col2	6847
2115	row2115_col1	row2115_col2	9325
2116	row2116_col1	row2116_col2	1617
2117	row2117_col1	row2117_col2	8871
2118	row2118_col1	row2118_col2	7531
2119	row2119_col1	row2119_col2	1
2120	row2120_col1	row2120_col2	2323
2121	row2121_col1	row2121_col2	2585
2122	row2122_col1	row2122_col2	9962
2123	row2123_col1	row2123_col2	8144
2124	row2124_col1	row2124_col2	4978
2125	row2125_col1	row2125_col2	5059
2126	row2126_col1	row2126_col2	6749
2127	row2127_col1	row2127_col2	1992
2128	row2128_col1	row2128_col2	5792
2129	row2129_col1	row2129_col2	3161
2130	row2130_col1	row2130_col2	282
2131	row2131_col1	row2131_col2	3857
2132	row2132_col1	row2132_col2	5798
2133	row2133_col1	row2133_col2	1331
2134	row2134_col1	row2134_col2	5972
2135	row2135_col1	row2135_col2	4624
2136	row2136_col1	row2136_col2	4388
2137	row2137_col1	row2137_col2	9654
2138	row2138_col1	row2138_col2	8525
2139	row2139_col1	row2139_col2	6849
2140	row2140_col1	row2140_col2	5153
2141	row2141_col1	row2141_col2	7941
2142	row2142_col1	row2142_col2	7691
2143	row2143_col1	row2143_col2	15
2144	row2144_col1	row2144_col2	8395
2145	row2145_col1	row2145_col2	8144
2146	row2146_col1	row2146_col2	932
2147	row2147_col1	row2147_col2	5345
2148	row2148_col1	row2148_col2	4400
2149	row2149_col1	row2149_col2	1925
2150	row2150_col1	row2150_col2	9018
2151	row2151_col1	row2151_col2	3753
2152	row2152_col1	row2152_col2	4628
2153	row2153_col1	row2153_col2	7554
2154	row2154_col1	row2154_col2	6790
2155	row2155_col1	row2155_col2	4716
2156	row2156_col1	row2156_col2	9949
2157	row2157_col1	row2157_col2	2802
2158	row2158_col1	row2158_col2	1280
2159	row2159_col1	row2159_col2	9964
2160	row2160_col1	row2160_col2	9868
2161	row2161_col1	row2161_col2	2374
2162	row2162_col1	row2162_col2	3175
2163	row2163_col1	row2163_col2	7768
2164	row2164_col1	row2164_col2	9710
2165	row2165_col1	row2165_col2	918
2166	row2166_col1	row2166_col2	1223
2167	row2167_col1	row2167_col2	6318
2168	row2168_col1	row2168_col2	8498
2169	row2169_col1	row2169_col2	8999
2170	row2170_col1	row2170_col2	3492
2171	row2171_col1	row2171_col2	6211
2172	row2172_col1	row2172_col2	2312
2173	row2173_col1	row2173_col2	2688
2174	row2174_col1	row2174_col2	6838
2175	row2175_col1	row2175_col2	271
2176	row2176_col1	row2176_col2	3923
2177	row2177_col1	row2177_col2	4653
2178	row2178_col1	row2178_col2	5087
2179	row2179_col1	row2179_col2	209
2180	row2180_col1	row2180_col2	1183
2181	row2181_col1	row2181_col2	1495
2182	row2182_col1	row2182_col2	7380
2183	row2183_col1	row2183_col2	9042
2184	row2184_col1	row2184_col2	2312
2185	row2185_col1	row2185_col2	8248
2186	row2186_col1	row2186_col2	3988
2187	row2187_col1	row2187_col2	1838
2188	row2188_col1	row2188_col2	1378
2189	row2189_col1	row2189_col2	6783
2190	row2190_col1	row2190_col2	1090
2191	row2191_col1	row2191_col2	6927
2192	row2192_col1	row2192_col2	6148
2193	row2193_col1	row2193_col2	2661
2194	row2194_col1	row2194_col2	8862
2195	row2195_col1	row2195_col2	3305
2196	row2196_col1	row2196_col2	6616
2197	row2197_col1	row2197_col2	4020
2198	row2198_col1	row2198_col2	416
2199	row2199_col1	row2199_col2	8592
2200	row2200_col1	row2200_col2	9661
2201	row2201_col1	row2201_col2	9274
2202	row2202_col1	row2202_col2	8879
2203	row2203_col1	row2203_col2	5983
2204	row2204_col1	row2204_col2	6939
2205	row2205_col1	row2205_col2	1299
2206	row2206_col1	row2206_col2	2730
2207	row2207_col1	row2207_col2	4570
2208	row2208_col1	row2208_col2	8190
2209	row2209_col1	row2209_col2	8871
2210	row2210_col1	row2210_col2	7420
2211	row2211_col1	row2211_col2	3208
2212	row2212_col1	row2212_col2	7948
2213	row2213_col1	row2213_col2	7578
2214	row2214_col1	row2214_col2	2004
2215	row2215_col1	row2215_col2	4815
2216	row2216_col1	row2216_col2	7475
2217	row2217_col1	row2217_col2	7531
2218	row2218_col1	row2218_col2	5352
2219	row2219_col1	row2219_col2	1752
2220	row2220_col1	row2220_col2	2708
2221	row2221_col1	row2221_col2	4867
2222	row2222_col1	row2222_col2	3281
2223	row2223_col1	row2223_col2	5619
2224	row2224_col1	row2224_col2	2741
2225	row2225_col1	row2225_col2	6657
2226	row2226_col1	row2226_col2	6504
2227	row2227_col1	row2227_col2	490
2228	row2228_col1	row2228_col2	2275
2229	row2229_col1	row2229_col2	7456
2230	row2230_col1	row2230_col2	793
2231	row2231_col1	row2231_col2	6849
2232	row2232_col1	row2232_col2	2622
2233	row2233_col1	row2233_col2	2493
2234	row2234_col1	row2234_col2	7089
2235	row2235_col1	row2235_col2	4054
2236	row2236_col1	row2236_col2	8030
2237	row2237_col1	row2237_col2	8722
2238	row2238_col1	row2238_col2	640
2239	row2239_col1	row2239_col2	5482
2240	row2240_col1	row2240_col2	7851
2241	row2241_col1	row2241_col2	1760
2242	row2242_col1	row2242_col2	5614
2243	row2243_col1	row2243_col2	7712
2244	row2244_col1	row2244_col2	54
2245	row2245_col1	row2245_col2	8518
2246	row2246_col1	row2246_col2	4407
2247	row2247_col1	row2247_col2	2516
2248	row2248_col1	row2248_col2	1052
2249	row2249_col1	row2249_col2	6012
2250	row2250_col1	row2250_col2	6840
2251	row2251_col1	row2251_col2	1616
2252	row2252_col1	row2252_col2	8243
2253	row2253_col1	row2253_col2	8905
2254	row2254_col1	row2254_col2	4992
2255	row2255_col1	row2255_col2	6428
2256	row2256_col1	row2256_col2	6930
2257	row2257_col1	row2257_col2	885
2258	row2258_col1	row2258_col2	4666
